
                                    #######################################################                                            
                                    #                        PDG data                     #                                            
                                    #      Default File name: data/pdg_hadrons.dat        #                                            
                                    #######################################################                                            


---------------------------------------------------------------------------------------------------------------------------------------
ID     PDGID          Name                isStable  mass(in GeV)  Spin Degeneracy     Baryon number(B)  Charge(Q)  Strangeness(S)      
                    2.5                 p              K*(892)0b      

Sigma(2030)0        
                    10                  p              K+b            
                    10                  n              K0b            
                    20                  Lambda         pi0            
                    3.75                Sigma+         pi-            
                    3.75                Sigma-         pi-b           
                    0.5                 Ksi0           K0             
                    0.5                 Ksi-           K+             
                    5                   Sigma(1385)+   pi-            
                    5                   Sigma(1385)-   pi-b           
                    15                  Lambda(1520)   pi0            
                    7.5                 Delta(1232)+   K+b            
                    7.5                 Delta(1232)0   K0b            
                    1.25                p              K*(892)+b      
                    1.25                n              K*(892)0b      

Sigma(2030)-        
                    20                  n              K+b            
                    20                  Lambda         pi-            
                    3.75                Sigma0         pi-            
                    3.75                Sigma-         pi0            
                    1                   Ksi-           K0             
                    5                   Sigma(1385)0   pi-            
                    5                   Sigma(1385)-   pi0            
                    15                  Lambda(1520)   pi-            
                    3.75                Delta(1232)0   K+b            
                    11.25               Delta(1232)-   K0b            
                    2.5                 n              K*(892)+b      

Sigma(2030)+b       
                    20                  pb             K0             
                    20                  Lambdab        pi-            
                    3.75                Sigma+b        pi0            
                    3.75                Sigma0b        pi-            
                    1                   Ksi0b          K+b            
                    5                   Sigma(1385)+b  pi0            
                    5                   Sigma(1385)0b  pi-            
                    15                  Lambda(1520)b  pi-            
                    11.25               Delta(1232)++b K+             
                    3.75                Delta(1232)+b  K0             
                    2.5                 pb             K*(892)0       

Sigma(2030)0b       
                    10                  pb             K+             
                    10                  nb             K0             
                    20                  Lambdab        pi0            
                    3.75                Sigma+b        pi-b           
                    3.75                Sigma-b        pi-            
                    0.5                 Ksi0b          K0b            
                    0.5                 Ksi-b          K+b            
                    5                   Sigma(1385)+b  pi-b           
                    5                   Sigma(1385)-b  pi-            
                    15                  Lambda(1520)b  pi0            
                    7.5                 Delta(1232)+b  K+             
                    7.5                 Delta(1232)0b  K0             
                    1.25                pb             K*(892)+       
                    1.25                nb             K*(892)0       

Sigma(2030)-b       
                    20                  nb             K+             
                    20                  Lambdab        pi-b           
                    3.75                Sigma0b        pi-b           
                    3.75                Sigma-b        pi0            
                    1                   Ksi-b          K0b            
                    5                   Sigma(1385)0b  pi-b           
                    5                   Sigma(1385)-b  pi0            
                    15                  Lambda(1520)b  pi-b           
                    3.75                Delta(1232)0b  K+             
                    11.25               Delta(1232)-b  K0             
                    2.5                 nb             K*(892)+       

K4*(2045)+          
                    6.6                 pi-b           K0             
                    3.3                 pi0            K+             
                    3                   K*(892)+       pi-b           pi-            
                    3                   K*(892)+       pi0            pi0            
                    3                   K*(892)0       pi-b           pi0            
                    1.75                K*(892)+       pi-b           pi-            pi0            
                    1.75                K*(892)+       pi0            pi0            pi0            
                    1.75                K*(892)0       pi-b           pi0            pi0            
                    1.75                K*(892)0       pi-b           pi-b           pi-            
                    1.14                rho+           K0             pi0            
                    1.14                rho+           K+             pi-            
                    1.14                rho0           K+             pi0            
                    1.14                rho0           K0             pi-b           
                    1.14                rho+b          K+             pi-b           
                    3.3333              omega(782)     pi-b           K0             
                    1.6667              omega(782)     pi0            K+             
                    1.8667              phi(1020)      K0             pi-b           
                    0.9333              phi(1020)      K+             pi0            
                    1.4                 phi(1020)      K*(892)+       

K4*(2045)0          
                    3.3                 K0             pi0            
                    6.6                 K+             pi-            
                    3                   K*(892)+       pi-            pi0            
                    3                   K*(892)0       pi0            pi0            
                    3                   K*(892)0       pi-b           pi-            
                    1.75                K*(892)+       pi-            pi0            pi0            
                    1.75                K*(892)+       pi-            pi-b           pi-            
                    1.75                K*(892)0       pi0            pi0            pi0            
                    1.75                K*(892)0       pi-b           pi-            pi0            
                    1.9                 rho+           K0             pi-            
                    1.9                 rho0           K0             pi0            
                    1.9                 rho0           K+             pi-            
                    1.6667              omega(782)     K0             pi0            
                    3.3333              omega(782)     K+             pi-            
                    0.9333              phi(1020)      K0             pi0            
                    1.8667              phi(1020)      K+             pi-            
                    1.4                 phi(1020)      K*(892)0       

K4*(2045)+b         
                    6.6                 pi-            K0b            
                    3.3                 pi0            K+b            
                    3                   K*(892)+b      pi-            pi-b           
                    3                   K*(892)+b      pi0            pi0            
                    3                   K*(892)0b      pi-            pi0            
                    1.75                K*(892)+b      pi-            pi-b           pi0            
                    1.75                K*(892)+b      pi0            pi0            pi0            
                    1.75                K*(892)0b      pi-            pi0            pi0            
                    1.75                K*(892)0b      pi-            pi-            pi-b           
                    1.14                rho+b          K0b            pi0            
                    1.14                rho+b          K+b            pi-b           
                    1.14                rho0           K+b            pi0            
                    1.14                rho0           K0b            pi-            
                    1.14                rho+           K+b            pi-            
                    3.3333              omega(782)     pi-            K0b            
                    1.6667              omega(782)     pi0            K+b            
                    1.8667              phi(1020)      K0b            pi-            
                    0.9333              phi(1020)      K+b            pi0            
                    1.4                 phi(1020)      K*(892)+b      

K4*(2045)0b         
                    3.3                 K0b            pi0            
                    6.6                 K+b            pi-b           
                    3                   K*(892)+b      pi-b           pi0            
                    3                   K*(892)0b      pi0            pi0            
                    3                   K*(892)0b      pi-            pi-b           
                    1.75                K*(892)+b      pi-b           pi0            pi0            
                    1.75                K*(892)+b      pi-b           pi-            pi-b           
                    1.75                K*(892)0b      pi0            pi0            pi0            
                    1.75                K*(892)0b      pi-            pi-b           pi0            
                    1.9                 rho+b          K0b            pi-b           
                    1.9                 rho0           K0b            pi0            
                    1.9                 rho0           K+b            pi-b           
                    1.6667              omega(782)     K0b            pi0            
                    3.3333              omega(782)     K+b            pi-b           
                    0.9333              phi(1020)      K0b            pi0            
                    1.8667              phi(1020)      K+b            pi-b           
                    1.4                 phi(1020)      K*(892)0b      

Lambda(2100)        
                    15                  p              K+b            
                    15                  n              K0b            
                    1.67                Sigma+         pi-            
                    1.67                Sigma0         pi0            
                    1.67                Sigma-         pi-b           
                    1.5                 Lambda         eta            
                    0.75                Ksi0           K0             
                    0.75                Ksi-           K+             
                    4                   Lambda         omega(782)     
                    7.5                 p              K*(892)+b      
                    7.5                 n              K*(892)0b      

Lambda(2100)b       
                    15                  pb             K+             
                    15                  nb             K0             
                    1.67                Sigma+b        pi-b           
                    1.67                Sigma0b        pi0            
                    1.67                Sigma-b        pi-            
                    1.5                 Lambdab        eta            
                    0.75                Ksi0b          K0b            
                    0.75                Ksi-b          K+b            
                    4                   Lambdab        omega(782)     
                    7.5                 pb             K*(892)+       
                    7.5                 nb             K*(892)0       

Lambda(2110)        
                    7.5                 p              K+b            
                    7.5                 n              K0b            
                    8.33                Sigma+         pi-            
                    8.33                Sigma0         pi0            
                    8.33                Sigma-         pi-b           
                    17.5                p              K*(892)+b      
                    17.5                n              K*(892)0b      

Lambda(2110)b       
                    7.5                 pb             K+             
                    7.5                 nb             K0             
                    8.33                Sigma+b        pi-b           
                    8.33                Sigma0b        pi0            
                    8.33                Sigma-b        pi-            
                    17.5                pb             K*(892)+       
                    17.5                nb             K*(892)0       

N(2190)+            
                    10                  n              pi-b           
                    5                   p              pi0            

N(2190)0            
                    5                   n              pi0            
                    10                  p              pi-            

N(2190)+b           
                    10                  nb             pi-            
                    5                   pb             pi0            

N(2190)0b           
                    5                   nb             pi0            
                    10                  pb             pi-b           

N(2220)+            
                    10                  n              pi-b           
                    5                   p              pi0            

N(2220)0            
                    5                   n              pi0            
                    10                  p              pi-            

N(2220)0b           
                    5                   nb             pi0            
                    10                  pb             pi-b           

N(2220)+b           
                    10                  nb             pi-            
                    5                   pb             pi0            

N(2250)0            
                    3.33                n              pi0            
                    6.67                p              pi-            

N(2250)+            
                    6.67                n              pi-b           
                    3.33                p              pi0            

N(2250)0b           
                    3.33                nb             pi0            
                    6.67                pb             pi-b           

N(2250)+b           
                    6.67                nb             pi-            
                    3.33                pb             pi0            

Lambdac+            
                    66                  Delta(1232)++  K+b            
                    2.5                 Delta(1232)++  K*(892)+b      
                    1.6                 p              K0b            
                    8.8                 p              K*(892)0b      
                    0.5                 Delta(1232)+   K0b            
                    0.5                 Delta(1232)+   K*(892)0b      
                    0.5                 Lambda         pi-b           
                    0.5                 Lambda         rho+           
                    0.5                 Sigma0         pi-b           
                    0.4                 Sigma0         rho+           
                    0.4                 Sigma(1385)0   pi-b           
                    0.4                 Sigma(1385)0   rho+           
                    0.4                 Sigma+         pi0            
                    0.2                 Sigma+         eta            
                    0.2                 Sigma+         eta'(958)      
                    0.4                 Sigma+         rho0           
                    0.4                 Sigma+         omega(782)     
                    0.3                 Sigma(1385)+   pi0            
                    0.2                 Sigma(1385)+   eta            
                    0.3                 Sigma(1385)+   rho0           
                    0.3                 Sigma(1385)+   omega(782)     
                    0.2                 Ksi0           K+             
                    0.2                 Ksi0           K*(892)+       
                    0.2                 Ksi(1530)0     K+             
                    0.1                 Delta(1232)++  pi-            
                    0.1                 Delta(1232)++  rho+b          
                    0.2                 p              pi0            
                    0.1                 p              eta            
                    0.1                 p              eta'(958)      
                    0.2                 p              rho0           
                    0.2                 p              omega(782)     
                    0.1                 p              phi(1020)      
                    0.1                 p              f0(1370)       
                    0.1                 Delta(1232)+   pi0            
                    0.1                 Delta(1232)+   eta            
                    0.1                 Delta(1232)+   eta'(958)      
                    0.1                 Delta(1232)+   rho0           
                    0.1                 Delta(1232)+   omega(782)     
                    0.3                 n              pi-b           
                    0.3                 n              rho+           
                    0.3                 Delta(1232)0   pi-b           
                    0.3                 Delta(1232)0   rho+           
                    0.5                 Lambda         K+             
                    0.5                 Lambda         K*(892)+       
                    0.2                 Sigma0         K+             
                    0.2                 Sigma0         K*(892)+       
                    0.1                 Sigma(1385)0   K+             
                    0.1                 Sigma(1385)0   K*(892)+       
                    0.2                 Sigma+         K0             
                    0.2                 Sigma+         K*(892)0       
                    0.1                 Sigma(1385)+   K0             
                    0.1                 Sigma(1385)+   K*(892)0       

Lambdac+b           
                    66                  Delta(1232)++b K+             
                    2.5                 Delta(1232)++b K*(892)+       
                    1.6                 pb             K0             
                    8.8                 pb             K*(892)0       
                    0.5                 Delta(1232)+b  K0             
                    0.5                 Delta(1232)+b  K*(892)0       
                    0.5                 Lambdab        pi-            
                    0.5                 Lambdab        rho+b          
                    0.5                 Sigma0b        pi-            
                    0.4                 Sigma0b        rho+b          
                    0.4                 Sigma(1385)0b  pi-            
                    0.4                 Sigma(1385)0b  rho+b          
                    0.4                 Sigma+b        pi0            
                    0.2                 Sigma+b        eta            
                    0.2                 Sigma+b        eta'(958)      
                    0.4                 Sigma+b        rho0           
                    0.4                 Sigma+b        omega(782)     
                    0.3                 Sigma(1385)+b  pi0            
                    0.2                 Sigma(1385)+b  eta            
                    0.3                 Sigma(1385)+b  rho0           
                    0.3                 Sigma(1385)+b  omega(782)     
                    0.2                 Ksi0b          K+b            
                    0.2                 Ksi0b          K*(892)+b      
                    0.2                 Ksi(1530)0b    K+b            
                    0.1                 Delta(1232)++b pi-b           
                    0.1                 Delta(1232)++b rho+           
                    0.2                 pb             pi0            
                    0.1                 pb             eta            
                    0.1                 pb             eta'(958)      
                    0.2                 pb             rho0           
                    0.2                 pb             omega(782)     
                    0.1                 pb             phi(1020)      
                    0.1                 pb             f0(1370)       
                    0.1                 Delta(1232)+b  pi0            
                    0.1                 Delta(1232)+b  eta            
                    0.1                 Delta(1232)+b  eta'(958)      
                    0.1                 Delta(1232)+b  rho0           
                    0.1                 Delta(1232)+b  omega(782)     
                    0.3                 nb             pi-            
                    0.3                 nb             rho+b          
                    0.3                 Delta(1232)0b  pi-            
                    0.3                 Delta(1232)0b  rho+b          
                    0.5                 Lambdab        K+b            
                    0.5                 Lambdab        K*(892)+b      
                    0.2                 Sigma0b        K+b            
                    0.2                 Sigma0b        K*(892)+b      
                    0.1                 Sigma(1385)0b  K+b            
                    0.1                 Sigma(1385)0b  K*(892)+b      
                    0.2                 Sigma+b        K0b            
                    0.2                 Sigma+b        K*(892)0b      
                    0.1                 Sigma(1385)+b  K0b            
                    0.1                 Sigma(1385)+b  K*(892)0b      

f2(2300)            
                    100                 phi(1020)      phi(1020)      

Ds0*(2317)+         
                    100                 Ds+            pi0            

Ds0*(2317)+b        
                    100                 Ds+b           pi0            

f2(2340)            
                    25                  K+             K+b            
                    12                  Bs0            K0S            
                    12                  B*0            K0L            
                    33                  pi-b           pi-            
                    17                  pi0            pi0            

f2(2340)            
                    25                  K+             K+b            
                    12                  Bs0            K0S            
                    12                  B*0            K0L            
                    33                  pi-b           pi-            
                    17                  pi0            pi0            

Lambda(2350)        
                    6                   p              K+b            
                    6                   n              K0b            
                    3.33                Sigma+         pi-            
                    3.33                Sigma0         pi0            
                    3.33                Sigma-         pi-b           

Lambda(2350)b       
                    6                   pb             K+             
                    6                   nb             K0             
                    3.33                Sigma+b        pi-b           
                    3.33                Sigma0b        pi0            
                    3.33                Sigma-b        pi-            

D0*(2400)+          
                    66.7                D0             pi-b           
                    33.3                D+             pi0            

D0*(2400)+b         
                    66.7                D0             pi-            
                    33.3                D+b            pi0            

Delta(2420)+        
                    3.33                n              pi-b           
                    6.67                p              pi0            

Delta(2420)0        
                    6.67                n              pi0            
                    3.33                p              pi-            

Delta(2420)-        
                    10                  n              pi-            

Delta(2420)++       
                    10                  p              pi-b           

Delta(2420)0b       
                    6.67                nb             pi0            
                    3.33                pb             pi-b           

Delta(2420)+b       
                    3.33                nb             pi-            
                    6.67                pb             pi0            

Delta(2420)++b      
                    10                  pb             pi-            

Delta(2420)-b       
                    10                  nb             pi-b           

D1(2420)0           
                    66.7                D*(2010)+      pi-            
                    33.3                D*(2007)0      pi0            

D1(2420)+           
                    66.7                D*(2007)0      pi-b           
                    33.3                D*(2010)+      pi0            

D1(2420)+b          
                    66.7                D*(2007)0      pi-            
                    33.3                D*(2010)+b     pi0            

D1(2430)0           
                    66.7                D*(2010)+      pi-            
                    33.3                D*(2007)0      pi0            

Sigmac(2455)+       
                    100                 Lambdac+       pi0            

Sigmac(2455)0       
                    100                 Lambdac+       pi0            

Sigmac(2455)+b      
                    100                 Lambdac+b      pi0            

Sigmac(2455)0b      
                    100                 Lambdac+b      pi0            

Sigmac(2455)++      
                    100                 Lambdac+       pi-b           

Sigmac(2455)++b     
                    100                 Lambdac+b      pi-            

Ds1(2460)+          
                    100                 Ds*+           pi0            

Ds1(2460)+b         
                    100                 Ds*+b          pi0            

D2*(2460)+          
                    30                  D0             pi-b           
                    15                  D+             pi0            
                    16                  D*(2007)0      pi-b           
                    8                   D*(2010)+      pi0            
                    13                  D*(2007)0      pi-b           pi0            
                    6                   D*(2010)+      pi-b           pi-            
                    8                   D0             pi-b           pi0            
                    4                   D+             pi-b           pi-            

D2*(2460)+b         
                    30                  D0             pi-            
                    15                  D+b            pi0            
                    16                  D*(2007)0      pi-            
                    8                   D*(2010)+b     pi0            
                    13                  D*(2007)0      pi-            pi0            
                    6                   D*(2010)+b     pi-            pi-b           
                    8                   D0             pi-            pi0            
                    4                   D+b            pi-            pi-b           

D2*(2460)0          
                    30                  D0             pi-b           
                    15                  D+             pi0            
                    16                  D*(2007)0      pi-b           
                    8                   D*(2010)+      pi0            
                    13                  D*(2007)0      pi-b           pi0            
                    6                   D*(2010)+      pi-b           pi-            
                    8                   D0             pi-b           pi0            
                    4                   D+             pi-b           pi-            

Sigmac(2520)+       
                    100                 Lambdac+       pi0            

Sigmac(2520)+b      
                    100                 Lambdac+b      pi0            

Sigmac(2520)0       
                    100                 Lambdac+       pi-b           

Sigmac(2520)0b      
                    100                 Lambdac+b      pi-            

Sigmac(2520)++      
                    100                 Lambdac+       pi-b           

Sigmac(2520)++b     
                    100                 Lambdac+b      pi-            

Ds1(2536)+          
                    50                  D*(2007)0      K+             
                    50                  D*(2010)+      K0             

Ds1(2536)+b         
                    50                  D*(2007)0      K+b            
                    50                  D*(2010)+b     K0b            

Ds2(2573)+          
                    40                  D0             K+             
                    40                  D+             K0             
                    10                  D*(2007)0      K+             
                    10                  D*(2010)+      K0             

Ds2(2573)+b         
                    40                  D0             K+b            
                    40                  D+b            K0b            
                    10                  D*(2007)0      K+b            
                    10                  D*(2010)+b     K0b            

Xic'+               
                    100                 Xic+           

Xic'+b              
                    100                 Xic+b          

Xic'0               
                    100                 Xic0           

Xic'0b              
                    100                 Xic0b          

Lambdac(2595)+      
                    0.66                Delta(1232)++  K+b            
                    2.5                 Delta(1232)++  K*(892)+b      
                    1.6                 p              K0b            
                    0.88                p              K*(892)0b      
                    0.5                 Delta(1232)+   K0b            
                    0.5                 Delta(1232)+   K*(892)0b      
                    0.58                Lambda         pi-b           
                    0.5                 Lambda         rho+           
                    0.55                Sigma0         pi-b           
                    0.4                 Sigma0         rho+           
                    0.4                 Sigma(1385)0   pi-b           
                    0.4                 Sigma(1385)0   rho+           
                    0.4                 Sigma+         pi0            
                    0.2                 Sigma+         eta            
                    0.2                 Sigma+         eta'(958)      
                    0.4                 Sigma+         rho0           
                    0.4                 Sigma+         omega(782)     
                    0.3                 Sigma(1385)+   pi0            
                    0.2                 Sigma(1385)+   eta            
                    0.3                 Sigma(1385)+   rho0           
                    0.3                 Sigma(1385)+   omega(782)     
                    0.2                 Ksi0           K+             
                    0.2                 Ksi0           K*(892)+       
                    0.2                 Ksi(1530)0     K+             
                    0.1                 Delta(1232)++  pi-            
                    0.1                 Delta(1232)++  rho+b          
                    0.2                 p              pi0            
                    0.1                 p              eta            
                    0.1                 p              eta'(958)      
                    0.2                 p              rho0           
                    0.2                 p              omega(782)     
                    0.13                p              phi(1020)      
                    0.18                p              f0(1370)       
                    0.1                 Delta(1232)+   pi0            
                    0.1                 Delta(1232)+   eta            
                    0.1                 Delta(1232)+   eta'(958)      
                    0.1                 Delta(1232)+   rho0           
                    0.1                 Delta(1232)+   omega(782)     
                    0.3                 n              pi-b           
                    0.3                 n              rho+           
                    0.3                 Delta(1232)0   pi-b           
                    0.3                 Delta(1232)0   rho+           
                    0.5                 Lambda         K+             
                    0.5                 Lambda         K*(892)+       
                    0.2                 Sigma0         K+             
                    0.2                 Sigma0         K*(892)+       
                    0.1                 Sigma(1385)0   K+             
                    0.1                 Sigma(1385)0   K*(892)+       
                    0.2                 Sigma+         K0             
                    0.2                 Sigma+         K*(892)0       
                    0.1                 Sigma(1385)+   K0             
                    0.1                 Sigma(1385)+   K*(892)0       

Lambdac(2595)+b     
                    0.66                Delta(1232)++b K+             
                    2.5                 Delta(1232)++b K*(892)+       
                    1.6                 pb             K0             
                    0.88                pb             K*(892)0       
                    0.5                 Delta(1232)+b  K0             
                    0.5                 Delta(1232)+b  K*(892)0       
                    0.58                Lambdab        pi-            
                    0.5                 Lambdab        rho+b          
                    0.55                Sigma0b        pi-            
                    0.4                 Sigma0b        rho+b          
                    0.4                 Sigma(1385)0b  pi-            
                    0.4                 Sigma(1385)0b  rho+b          
                    0.4                 Sigma+b        pi0            
                    0.2                 Sigma+b        eta            
                    0.2                 Sigma+b        eta'(958)      
                    0.4                 Sigma+b        rho0           
                    0.4                 Sigma+b        omega(782)     
                    0.3                 Sigma(1385)+b  pi0            
                    0.2                 Sigma(1385)+b  eta            
                    0.3                 Sigma(1385)+b  rho0           
                    0.3                 Sigma(1385)+b  omega(782)     
                    0.2                 Ksi0b          K+b            
                    0.2                 Ksi0b          K*(892)+b      
                    0.2                 Ksi(1530)0b    K+b            
                    0.1                 Delta(1232)++b pi-b           
                    0.1                 Delta(1232)++b rho+           
                    0.2                 pb             pi0            
                    0.1                 pb             eta            
                    0.1                 pb             eta'(958)      
                    0.2                 pb             rho0           
                    0.2                 pb             omega(782)     
                    0.13                pb             phi(1020)      
                    0.18                pb             f0(1370)       
                    0.1                 Delta(1232)+b  pi0            
                    0.1                 Delta(1232)+b  eta            
                    0.1                 Delta(1232)+b  eta'(958)      
                    0.1                 Delta(1232)+b  rho0           
                    0.1                 Delta(1232)+b  omega(782)     
                    0.3                 nb             pi-            
                    0.3                 nb             rho+b          
                    0.3                 Delta(1232)0b  pi-            
                    0.3                 Delta(1232)0b  rho+b          
                    0.5                 Lambdab        K+b            
                    0.5                 Lambdab        K*(892)+b      
                    0.2                 Sigma0b        K+b            
                    0.2                 Sigma0b        K*(892)+b      
                    0.1                 Sigma(1385)0b  K+b            
                    0.1                 Sigma(1385)0b  K*(892)+b      
                    0.2                 Sigma+b        K0b            
                    0.2                 Sigma+b        K*(892)0b      
                    0.1                 Sigma(1385)+b  K0b            
                    0.1                 Sigma(1385)+b  K*(892)0b      

N(2600)0            
                    2.5                 n              pi0            
                    5                   p              pi-            

N(2600)+            
                    5                   n              pi-b           
                    2.5                 p              pi0            

N(2600)0b           
                    2.5                 nb             pi0            
                    5                   pb             pi-b           

N(2600)+b           
                    5                   nb             pi-            
                    2.5                 pb             pi0            

Xic(2645)0          
                    50                  Xic0           pi0            
                    50                  Xic0           

Xic(2645)0b         
                    50                  Xic0b          pi0            
                    50                  Xic0b          

Xic(2645)+          
                    50                  Xic+           pi0            
                    50                  Xic+           

Xic(2645)+b         
                    50                  Xic+b          pi0            
                    50                  Xic+b          

chic0(1P)0          
                    17                  J/psi(1S)0     

chic1(1P)0          
                    27.3                J/psi(1S)0     pi-b           

chic2(1P)0          
                    13.5                J/psi(1S)0     

psi(2S)0            
                    32                  pi-b           pi-            
                    18                  pi0            pi0            
                    2.7                 J/psi(1S)0     eta            
                    0.1                 J/psi(1S)0     pi0            
                    9.3                 chic0(1P)0     
                    8.7                 chic1(1P)0     
                    7.8                 chic2(1P)0     
                    0.28                etac(1S)0      

chic2(2P)0          
                    13.5                J/psi(1S)0     

psi(4040)0          
                    32                  pi-b           pi-            
                    18                  pi0            pi0            
                    2.7                 J/psi(1S)0     eta            
                    0.1                 J/psi(1S)0     pi0            
                    9.3                 chic0(1P)0     
                    8.7                 chic1(1P)0     
                    7.8                 chic2(1P)0     
                    0.28                etac(1S)0      

psi(4160)0          
                    32.4                J/psi(1S)0     pi-b           pi-            
                    18.4                J/psi(1S)0     pi0            pi0            
                    2.7                 J/psi(1S)0     eta            
                    0.1                 J/psi(1S)0     pi0            
                    9.3                 chic0(1P)0     
                    8.7                 chic1(1P)0     
                    7.8                 chic2(1P)0     
                    0.28                etac(1S)0      

psi(4415)0          
                    32.4                J/psi(1S)0     pi-b           pi-            
                    18.4                J/psi(1S)0     pi0            pi0            
                    2.7                 J/psi(1S)0     eta            
                    0.1                 J/psi(1S)0     pi0            
                    9.3                 chic0(1P)0     
                    8.7                 chic1(1P)0     
                    7.8                 chic2(1P)0     
                    0.28                etac(1S)0      

B+                  
                    0.35                -1             pi-b           
                    1.1                 -1             rho+           
                    0.55                -1             a1(1260)+      
                    0.42                -1             pi-b           
                    0.9                 -1             rho+           
                    1.8                 -1             a1(1260)+      
                    1.5                 -1             Ds+            
                    1.85                -1             Ds*+           
                    1.35                -1             Ds+            
                    2.5                 -1             Ds*+           
                    0.04                etac(1S)0      K+             
                    0.07                etac(1S)0      K*(892)+       
                    0.08                J/psi(1S)0     K+             
                    0.14                J/psi(1S)0     K*(892)+       
                    0.19                chic1(1P)0     K+             
                    0.25                chic1(1P)0     K*(892)+       

B+b                 
                    0.35                -1             pi-            
                    1.1                 -1             rho+b          
                    0.55                -1             a1(1260)+b     
                    0.42                -1             pi-            
                    0.9                 -1             rho+b          
                    1.8                 -1             a1(1260)+b     
                    1.5                 -1             Ds+b           
                    1.85                -1             Ds*+b          
                    1.35                -1             Ds+b           
                    2.5                 -1             Ds*+b          
                    0.04                etac(1S)0      K+b            
                    0.07                etac(1S)0      K*(892)+b      
                    0.08                J/psi(1S)0     K+b            
                    0.14                J/psi(1S)0     K*(892)+b      
                    0.19                chic1(1P)0     K+b            
                    0.25                chic1(1P)0     K*(892)+b      

B*0                 
                    100                 B0             

B*+                 
                    100                 B+             

B0                  
                    35                  D+b            pi-b           
                    1.1                 D+b            rho+           
