233
0.0333	2	12212	-211		
1112					
4					
0.3	2	2112	-211		
0.24	2	2114	-211		
0.36	2	1114	111		
0.1	2	12112	-211		
2222					
4					
0.3	2	2212	211		
0.36	2	2224	111		
0.24	2	2214	211		
0.1	2	12212	211		
2122					
7					
0.1	2	2112	211		
0.2	2	2212	111		
0.24	2	2224	-211		
0.04	2	2214	111		
0.32	2	2114	211		
0.0333	2	12112	211		
0.0667	2	12212	111		
32212					
14					
0.46	2	2112	211		
0.23	2	2212	111		
0.075	2	2212	221		
0.07	2	3122	321		
0.02	2	2224	-211		
0.0133	2	2214	111		
0.0067	2	2114	211		
0.0533	2	2112	213		
0.0267	2	2212	113		
0.0067	3	2212	211	-211	
0.0066	3	2212	111	111	
0.0067	3	2112	211	111	
0.0167	2	12112	211		
0.0083	2	12212	111		
32112					
14					
0.23	2	2112	111		
0.46	2	2212	-211		
0.075	2	2112	221		
0.07	2	3122	311		
0.0067	2	2214	-211		
0.0133	2	2114	111		
0.02	2	1114	211		
0.0267	2	2112	113		
0.0533	2	2212	-213		
0.0067	3	2212	-211	111	
0.0067	3	2112	211	-211	
0.0066	3	2112	111	111	
0.0083	2	12112	111		
0.0167	2	12212	-211		
2116					
8					
0.14	2	2112	111		
0.28	2	2212	-211		
0.005	2	3122	311		
0.0933	2	2214	-211		
0.1867	2	2114	111		
0.275	2	1114	211		
0.0067	2	2112	113		
0.0133	2	2212	-213		
2216					
8					
0.28	2	2112	211		
0.14	2	2212	111		
0.005	2	3122	321		
0.275	2	2224	-211		
0.1867	2	2214	111		
0.0933	2	2114	211		
0.0133	2	2112	213		
0.0067	2	2212	113		
12116					
10					
0.225	2	2112	111		
0.45	2	2212	-211		
0.0167	2	2214	-211		
0.0333	2	2114	111		
0.05	2	1114	211		
0.03	2	2112	113		
0.06	2	2212	-213		
0.045	3	2212	111	-211	
0.045	3	2112	111	111	
0.045	3	2112	211	-211	
12216					
10					
0.45	2	2112	211		
0.225	2	2212	111		
0.05	2	2224	-211		
0.0333	2	2214	111		
0.0167	2	2114	211		
0.06	2	2112	213		
0.03	2	2212	113		
0.045	3	2212	111	111	
0.045	3	2212	211	-211	
0.045	3	2112	211	111	
12114					
8					
0.12	2	2112	111		
0.06	2	2212	-211		
0.24	2	2214	-211		
0.03	2	2114	111		
0.18	2	1114	211		
0.2	2	2112	113		
0.1	2	2212	-213		
0.07	2	2114	221		
12214					
8					
0.06	2	2112	211		
0.12	2	2212	111		
0.18	2	2224	-211		
0.03	2	2214	111		
0.24	2	2114	211		
0.1	2	2112	213		
0.2	2	2212	113		
0.07	2	2214	221		
22124					
6					
0.06	2	2112	211		
0.03	2	2212	111		
0.01	2	3122	321		
0.3	3	2212	111	111	
0.3	3	2212	211	-211	
0.3	3	2112	211	111	
21214					
6					
0.03	2	2112	111		
0.06	2	2212	-211		
0.01	2	3122	311		
0.3	3	2212	111	-211	
0.3	3	2112	111	111	
0.3	3	2112	211	-211	
11114					
5					
0.18	2	2112	-211		
0.18	2	2114	-211		
0.27	2	1114	111		
0.3	2	2112	-213		
0.07	2	1114	221		
12224					
5					
0.18	2	2212	211		
0.27	2	2224	111		
0.18	2	2214	211		
0.3	2	2212	213		
0.07	2	2224	221		
42112					
12					
0.04	2	2112	111		
0.08	2	2212	-211		
0.06	2	2112	221		
0.155	2	3122	311		
0.0458	2	2214	-211		
0.0917	2	2114	111		
0.1375	2	1114	211		
0.05	2	2112	113		
0.1	2	2212	-213		
0.08	3	2212	111	-211	
0.08	3	2112	111	111	
0.08	3	2112	211	-211	
42212					
12					
0.08	2	2112	211		
0.04	2	2212	111		
0.06	2	2212	221		
0.155	2	3122	321		
0.1375	2	2224	-211		
0.0917	2	2214	111		
0.0458	2	2114	211		
0.1	2	2112	213		
0.05	2	2212	113		
0.08	3	2212	111	111	
0.08	3	2212	211	-211	
0.08	3	2112	211	111	
31214					
6					
0.04	2	2112	111		
0.08	2	2212	-211		
0.04	2	2112	221		
0.075	2	3122	311		
0.255	2	2112	113		
0.51	2	2212	-213		
32124					
6					
0.08	2	2112	211		
0.04	2	2212	111		
0.04	2	2212	221		
0.075	2	3122	321		
0.51	2	2112	213		
0.255	2	2212	113		
2111875					
12					
0.025	2	2112	111		
0.05	2	2212	-211		
0.012	2	2112	221		
0.213	2	2112	223		
0.27	2	1114	211		
0.18	2	2114	111		
0.09	2	2214	-211		
0.02	2	2112	113		
0.04	2	2212	-213		
0.04	3	2112	211	-211	
0.02	3	2112	111	111	
0.04	3	2212	-211	111	
2211875					
12					
0.025	2	2212	111		
0.05	2	2112	211		
0.012	2	2212	221		
0.213	2	2212	223		
0.18	2	2214	111		
0.09	2	2114	211		
0.27	2	2224	-211		
0.02	2	2212	113		
0.04	2	2112	213		
0.04	3	2212	211	-211	
0.02	3	2212	111	111	
0.04	3	2112	211	111	
2211900					
10					
0.04	2	2212	111		
0.08	2	2112	211		
0.13	2	2212	221		
0.13	2	2212	223		
0.02	2	22212	111		
0.04	2	22112	211		
0.11	2	3122	321		
0.075	2	2114	211		
0.15	2	2214	111		
0.225	2	2224	-211		
2111900					
10					
0.04	2	2112	111		
0.08	2	2212	-211		
0.13	2	2112	221		
0.13	2	2112	223		
0.02	2	22112	111		
0.04	2	22212	-211		
0.11	2	3122	311		
0.075	2	2214	-211		
0.15	2	2114	111		
0.225	2	1114	211		
2126					
6					
0.03	2	2112	211		
0.06	2	2212	111		
0.36	2	2224	-211		
0.06	2	2214	111		
0.48	2	2114	211		
0.01	2	2214	221		
2226					
4					
0.09	2	2212	211		
0.54	2	2224	111		
0.36	2	2214	211		
0.01	2	2224	221		
1216					
6					
0.06	2	2112	111		
0.03	2	2212	-211		
0.48	2	2214	-211		
0.06	2	2114	111		
0.36	2	1114	211		
0.01	2	2114	221		
1116					
4					
0.09	2	2112	-211		
0.36	2	2114	-211		
0.54	2	1114	111		
0.01	2	1114	221		
21112					
5					
0.24	2	2112	-211		
0.24	2	2114	-211		
0.36	2	1114	111		
0.09	2	12112	-211		
0.07	2	1114	221		
22122					
8					
0.08	2	2112	211		
0.16	2	2212	111		
0.24	2	2224	-211		
0.04	2	2214	111		
0.32	2	2114	211		
0.06	2	12212	111		
0.03	2	12112	211		
0.07	2	2214	221		
21212					
8					
0.16	2	2112	111		
0.08	2	2212	-211		
0.32	2	2214	-211		
0.04	2	2114	111		
0.24	2	1114	211		
0.03	2	12212	-211		
0.06	2	12112	111		
0.07	2	2114	221		
22222					
5					
0.24	2	2212	211		
0.36	2	2224	111		
0.24	2	2214	211		
0.09	2	12212	211		
0.07	2	2224	221		
22114					
6					
0.1	2	2112	111		
0.05	2	2212	-211		
0.1	2	2114	221		
0.4	2	2214	-211		
0.05	2	2114	111		
0.3	2	1114	211		
22214					
6					
0.05	2	2112	211		
0.1	2	2212	111		
0.1	2	2214	221		
0.3	2	2224	-211		
0.05	2	2214	111		
0.4	2	2114	211		
22224					
4					
0.15	2	2212	211		
0.1	2	2224	221		
0.45	2	2224	111		
0.3	2	2214	211		
21114					
4					
0.15	2	2112	-211		
0.1	2	1114	221		
0.3	2	2114	-211		
0.45	2	1114	111		
11116					
5					
0.15	2	2112	-211		
0.18	2	2114	-211		
0.27	2	1114	111		
0.33	2	2112	-213		
0.07	2	1114	221		
12126					
8					
0.05	2	2112	211		
0.1	2	2212	111		
0.18	2	2224	-211		
0.03	2	2214	111		
0.24	2	2114	211		
0.22	2	2212	113		
0.11	2	2112	213		
0.07	2	2214	221		
11216					
8					
0.1	2	2112	111		
0.05	2	2212	-211		
0.24	2	2214	-211		
0.03	2	2114	111		
0.18	2	1114	211		
0.11	2	2212	-213		
0.22	2	2112	113		
0.07	2	2114	221		
12226					
5					
0.15	2	2212	211		
0.27	2	2224	111		
0.18	2	2214	211		
0.33	2	2212	213		
0.07	2	2224	221		
2218					
7					
0.15	2	2112	211		
0.3	2	2212	111		
0.18	2	2224	-211		
0.03	2	2214	111		
0.24	2	2114	211		
0.0333	2	12116	211		
0.0667	2	12216	111		
2118					
7					
0.3	2	2112	111		
0.15	2	2212	-211		
0.24	2	2214	-211		
0.03	2	2114	111		
0.18	2	1114	211		
0.0667	2	12116	111		
0.0333	2	12216	-211		
2228					
4					
0.45	2	2212	211		
0.27	2	2224	111		
0.18	2	2214	211		
0.1	2	12216	211		
1118					
4					
0.45	2	2112	-211		
0.18	2	2114	-211		
0.27	2	1114	111		
0.1	2	12116	-211		
2128					
8					
0.1	2	2112	211		
0.05	2	2212	111		
0.21	2	2212	223		
0.09	2	2114	211		
0.18	2	2214	111		
0.27	2	2224	-211		
0.0333	2	2212	113		
0.0667	2	2112	213		
1218					
8					
0.05	2	2112	111		
0.1	2	2212	-211		
0.21	2	2112	223		
0.09	2	2214	-211		
0.18	2	2114	111		
0.27	2	1114	211		
0.0333	2	2112	113		
0.0667	2	2212	-213		
91					
7					
0.15	2	2112	211		
0.075	2	2212	111		
0.105	2	2212	221		
0.1	2	2212	223		
0.095	2	2114	211		
0.19	2	2214	111		
0.285	2	2224	-211		
92					
7					
0.075	2	2112	111		
0.15	2	2212	-211		
0.105	2	2112	221		
0.1	2	2112	223		
0.095	2	2214	-211		
0.19	2	2114	111		
0.285	2	1114	211		
93					
8					
0.0667	2	2112	211		
0.0333	2	2212	111		
0.2	2	2212	223		
0.09	2	2114	211		
0.18	2	2214	111		
0.27	2	2224	-211		
0.0533	2	2212	113		
0.1067	2	2112	213		
94					
8					
0.0333	2	2112	111		
0.0667	2	2212	-211		
0.2	2	2112	223		
0.09	2	2214	-211		
0.18	2	2114	111		
0.27	2	1114	211		
0.1067	2	2212	-213		
0.0533	2	2112	113		
97					
5					
0.09	2	2212	211		
0.45	2	2224	111		
0.3	2	2214	211		
0.09	2	12216	211		
0.07	2	2224	221		
910					
5					
0.09	2	2112	-211		
0.3	2	2114	-211		
0.45	2	1114	111		
0.09	2	12116	-211		
0.07	2	1114	221		
99					
8					
0.06	2	2112	111		
0.03	2	2212	-211		
0.4	2	2214	-211		
0.05	2	2114	111		
0.3	2	1114	211		
0.03	2	12216	-211		
0.06	2	12116	111		
0.07	2	2114	221		
98					
8					
0.03	2	2112	211		
0.06	2	2212	111		
0.3	2	2224	-211		
0.05	2	2214	111		
0.4	2	2114	211		
0.06	2	12216	111		
0.03	2	12116	211		
0.07	2	2214	221		
96					
8					
0.02	2	2112	111		
0.04	2	2212	-211		
0.24	2	2112	223		
0.09	2	2214	-211		
0.18	2	2114	111		
0.27	2	1114	211		
0.1067	2	2212	-213		
0.0533	2	2112	113		
95					
8					
0.04	2	2112	211		
0.02	2	2212	111		
0.24	2	2212	223		
0.09	2	2114	211		
0.18	2	2214	111		
0.27	2	2224	-211		
0.0533	2	2212	113		
0.1067	2	2112	213		
3122					
2					
0.639	2	2212	-211		
0.358	2	2112	111		
3222					
2					
0.5157	2	2212	111		
0.4831	2	2112	211		
3212					
1					
1	2	3122	22		
3112					
1					
0.9985	2	2112	-211		
3224					
3					
0.88	2	3122	211		
0.06	2	3222	111		
0.06	2	3212	211		
3214					
3					
0.88	2	3122	111		
0.06	2	3222	-211		
0.06	2	3112	211		
3114					
3					
0.88	2	3122	-211		
0.06	2	3212	-211		
0.06	2	3112	111		
13122					
3					
0.3333	2	3222	-211		
0.3334	2	3212	111		
0.3333	2	3112	211		
3124					
12					
0.23	2	2212	-321		
0.23	2	2112	-311		
0.14	2	3222	-211		
0.14	2	3212	111		
0.14	2	3112	211		
0.05	3	3122	211	-211	
0.05	3	3122	111	111	
0.0025	3	3222	-211	111	
0.0025	3	3212	211	-211	
0.0025	3	3212	111	111	
0.0025	3	3112	211	111	
0.01	2	3122	22		
23122					
5					
0.2	2	2212	-321		
0.2	2	2112	-311		
0.2	2	3222	-211		
0.2	2	3212	111		
0.2	2	3112	211		
13212					
5					
0.2	2	2212	-321		
0.2	2	2112	-311		
0.3	2	3122	111		
0.15	2	3222	-211		
0.15	2	3112	211		
13112					
4					
0.4	2	2112	-321		
0.3	2	3122	-211		
0.15	2	3212	-211		
0.15	2	3112	111		
13222					
4					
0.4	2	2212	-311		
0.3	2	3122	211		
0.15	2	3222	111		
0.15	2	3212	211		
13214					
5					
0.1	2	2212	-321		
0.1	2	2112	-311		
0.2	2	3122	111		
0.3	2	3222	-211		
0.3	2	3112	211		
13224					
4					
0.2	2	2212	-311		
0.2	2	3122	211		
0.3	2	3222	111		
0.3	2	3212	211		
13114					
4					
0.2	2	2112	-321		
0.2	2	3122	-211		
0.3	2	3212	-211		
0.3	2	3112	111		
33122					
6					
0.15	2	2212	-321		
0.15	2	2112	-311		
0.17	2	3222	-211		
0.17	2	3212	111		
0.17	2	3112	211		
0.19	2	3122	221		
13124					
11					
0.125	2	2212	-321		
0.125	2	2112	-311		
0.1	2	3222	-211		
0.1	2	3212	111		
0.1	2	3112	211		
0.125	3	3122	111	111	
0.125	3	3122	211	-211	
0.05	3	3222	-211	111	
0.05	3	3212	211	-211	
0.05	3	3212	111	111	
0.05	3	3112	211	111	
23222					
4					
0.4	2	2212	-311		
0.04	2	3222	111		
0.04	2	3212	211		
0.52	2	3222	221		
23212					
5					
0.2	2	2212	-321		
0.2	2	2112	-311		
0.04	2	3222	-211		
0.04	2	3112	211		
0.52	2	3212	221		
23112					
4					
0.4	2	2112	-321		
0.04	2	3212	-211		
0.04	2	3112	111		
0.52	2	3112	221		
3116					
7					
0.44	2	2112	-321		
